"","scenario","Bactofuge","PPCFreq","Temp","day","per_exceed1000","per_exceed5mill","per_exceed1mill","per_exceed20000","n_exceed1000","n_exceed5mill","n_exceed1mill","n_exceed20000","n_total"
"1","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","1",0,0,0,0,0,0,0,0,1000
"2","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","2",0,0,0,0,0,0,0,0,1000
"3","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","3",0,0,0,0,0,0,0,0,1000
"4","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","4",0.4,0,0,0,4,0,0,0,1000
"5","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","5",0.8,0,0,0.4,8,0,0,4,1000
"6","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","6",1.2,0,0.2,0.8,12,0,2,8,1000
"7","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","7",2,0.3,0.5,1.1,20,3,5,11,1000
"8","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","8",2.8,0.3,0.6,1.4,28,3,6,14,1000
"9","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","9",3.9,0.4,0.8,2.3,39,4,8,23,1000
"10","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","10",5.9,0.5,0.9,3,59,5,9,30,1000
"11","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","11",7.4,0.6,1.4,4.1,74,6,14,41,1000
"12","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","12",9,0.7,1.7,5,90,7,17,50,1000
"13","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","13",10.2,0.9,2,7,102,9,20,70,1000
"14","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","14",12.7,0.9,2.2,8.4,127,9,22,84,1000
"15","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","15",14.8,1,2.8,9.2,148,10,28,92,1000
"16","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","16",17.8,1.4,4.3,10.6,178,14,43,106,1000
"17","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","17",19.5,1.9,5.2,13.3,195,19,52,133,1000
"18","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","18",22.3,2.3,6.1,15.4,223,23,61,154,1000
"19","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","19",25.4,2.5,6.7,17,254,25,67,170,1000
"20","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","20",27.8,2.6,7.7,18.1,278,26,77,181,1000
"21","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","21",30.2,2.9,8.3,20.5,302,29,83,205,1000
"22","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","22",33.5,3.2,9.5,23.1,335,32,95,231,1000
"23","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","23",36.1,3.2,10.4,24.6,361,32,104,246,1000
"24","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","24",39.7,3.8,11.3,26.6,397,38,113,266,1000
"25","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","25",41.9,4.3,12.4,29.5,419,43,124,295,1000
"26","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","26",45,4.6,13.7,31.7,450,46,137,317,1000
"27","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","27",47.7,5,14.3,33.9,477,50,143,339,1000
"28","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","28",50.1,5.6,15.2,36.9,501,56,152,369,1000
"29","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","29",51.9,6,16.7,39,519,60,167,390,1000
"30","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","30",53.3,6.7,19,41.8,533,67,190,418,1000
"31","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","31",56.3,7.4,20.2,45.4,563,74,202,454,1000
"32","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","32",58.8,7.8,21.2,46.9,588,78,212,469,1000
"33","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","33",60.9,8.1,21.8,48.3,609,81,218,483,1000
"34","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","34",61.9,8.7,23.3,50,619,87,233,500,1000
"35","MB_BestPPCVSL436_CT","MB","BestPPCVSL436","CT","35",62.9,8.9,25,51.3,629,89,250,513,1000
"36","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","1",0,0,0,0,0,0,0,0,1000
"37","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","2",0,0,0,0,0,0,0,0,1000
"38","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","3",0,0,0,0,0,0,0,0,1000
"39","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","4",0.4,0,0,0,4,0,0,0,1000
"40","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","5",0.8,0,0,0.4,8,0,0,4,1000
"41","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","6",1.2,0,0.2,0.8,12,0,2,8,1000
"42","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","7",2,0.3,0.5,1.1,20,3,5,11,1000
"43","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","8",2.8,0.3,0.6,1.4,28,3,6,14,1000
"44","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","9",3.9,0.4,0.8,2.3,39,4,8,23,1000
"45","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","10",5.9,0.5,0.9,3,59,5,9,30,1000
"46","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","11",7.4,0.6,1.4,4.1,74,6,14,41,1000
"47","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","12",9,0.7,1.7,5,90,7,17,50,1000
"48","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","13",10.2,0.9,2,7,102,9,20,70,1000
"49","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","14",12.7,0.9,2.2,8.4,127,9,22,84,1000
"50","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","15",14.8,1,2.8,9.2,148,10,28,92,1000
"51","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","16",17.8,1.4,4.3,10.6,178,14,43,106,1000
"52","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","17",19.5,1.9,5.2,13.3,195,19,52,133,1000
"53","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","18",22.3,2.3,6.1,15.4,223,23,61,154,1000
"54","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","19",25.4,2.5,6.7,17,254,25,67,170,1000
"55","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","20",27.8,2.6,7.7,18.1,278,26,77,181,1000
"56","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","21",30.2,2.9,8.3,20.5,302,29,83,205,1000
"57","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","22",33.5,3.2,9.5,23.1,335,32,95,231,1000
"58","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","23",36.1,3.2,10.4,24.6,361,32,104,246,1000
"59","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","24",39.7,3.8,11.3,26.6,397,38,113,266,1000
"60","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","25",41.9,4.3,12.4,29.5,419,43,124,295,1000
"61","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","26",45,4.6,13.7,31.7,450,46,137,317,1000
"62","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","27",47.7,5,14.3,33.9,477,50,143,339,1000
"63","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","28",50.1,5.6,15.2,36.9,501,56,152,369,1000
"64","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","29",51.9,6,16.7,39,519,60,167,390,1000
"65","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","30",53.3,6.7,19,41.8,533,67,190,418,1000
"66","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","31",56.3,7.4,20.2,45.4,563,74,202,454,1000
"67","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","32",58.8,7.8,21.2,46.9,588,78,212,469,1000
"68","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","33",60.9,8.1,21.8,48.3,609,81,218,483,1000
"69","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","34",61.9,8.7,23.3,50,619,87,233,500,1000
"70","MB_BestPPCVSL436_LT","MB","BestPPCVSL436","LT","35",62.9,8.9,25,51.3,629,89,250,513,1000
"71","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","1",0,0,0,0,0,0,0,0,1000
"72","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","2",0.7,0,0,0,7,0,0,0,1000
"73","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","3",13.3,0,1,5.7,133,0,10,57,1000
"74","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","4",19.6,11.5,12.1,14.5,196,115,121,145,1000
"75","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","5",24.5,12.7,14.2,19.6,245,127,142,196,1000
"76","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","6",26.3,15.2,17.7,23.6,263,152,177,236,1000
"77","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","7",26.8,19.4,21.1,25.9,268,194,211,259,1000
"78","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","8",27.4,22.5,24.6,26.7,274,225,246,267,1000
"79","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","9",27.8,25.2,26.2,26.8,278,252,262,268,1000
"80","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","10",29,26.4,26.7,27.2,290,264,267,272,1000
"81","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","11",31.6,26.7,26.8,27.6,316,267,268,276,1000
"82","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","12",34.9,26.8,27.2,28.3,349,268,272,283,1000
"83","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","13",41.2,27.2,27.3,30,412,272,273,300,1000
"84","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","14",48.5,27.3,27.7,32.3,485,273,277,323,1000
"85","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","15",53.6,27.7,27.9,38,536,277,279,380,1000
"86","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","16",59.8,27.9,28.1,42.9,598,279,281,429,1000
"87","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","17",64.1,28,28.6,48.4,641,280,286,484,1000
"88","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","18",66.2,28.2,29.2,53.8,662,282,292,538,1000
"89","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","19",67.3,28.4,30.7,59.6,673,284,307,596,1000
"90","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","20",68.5,28.8,33.2,63.3,685,288,332,633,1000
"91","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","21",69.2,29.7,36,66.1,692,297,360,661,1000
"92","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","22",70.2,31.3,40,67.5,702,313,400,675,1000
"93","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","23",71.4,32.5,44.6,68.3,714,325,446,683,1000
"94","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","24",72.5,33.5,48.4,69.5,725,335,484,695,1000
"95","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","25",73.1,34.5,51.6,71.3,731,345,516,713,1000
"96","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","26",73.4,35.2,53.7,71.9,734,352,537,719,1000
"97","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","27",73.5,35.8,54.9,73,735,358,549,730,1000
"98","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","28",73.7,36.3,56.7,73.4,737,363,567,734,1000
"99","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","29",73.7,37.3,58.3,73.5,737,373,583,735,1000
"100","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","30",73.7,38.5,59.5,73.7,737,385,595,737,1000
"101","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","31",73.7,39.6,59.7,73.7,737,396,597,737,1000
"102","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","32",73.7,40.2,60,73.7,737,402,600,737,1000
"103","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","33",73.7,40.5,60,73.7,737,405,600,737,1000
"104","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","34",73.7,40.6,60.2,73.7,737,406,602,737,1000
"105","MB_MeanSpoilType_CT","MB","MeanSpoilType","CT","35",73.7,40.8,60.2,73.7,737,408,602,737,1000
"106","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","1",0.2,0,0,0,2,0,0,0,1000
"107","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","2",0.8,0.4,0.4,0.7,8,4,4,7,1000
"108","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","3",3.3,0.9,1.2,1.8,33,9,12,18,1000
"109","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","4",6.6,2.2,2.6,4.1,66,22,26,41,1000
"110","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","5",9.3,4.2,5,7.9,93,42,50,79,1000
"111","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","6",12,6.7,7.5,9.3,120,67,75,93,1000
"112","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","7",15.2,8.2,9.2,11.5,152,82,92,115,1000
"113","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","8",17.6,9.7,10.8,13.7,176,97,108,137,1000
"114","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","9",20.4,11.4,12.2,16.4,204,114,122,164,1000
"115","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","10",23,12.7,13.8,18.3,230,127,138,183,1000
"116","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","11",24.5,14.1,15.5,19.9,245,141,155,199,1000
"117","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","12",25.9,15.3,17.1,21.9,259,153,171,219,1000
"118","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","13",27,16.7,17.9,23.8,270,167,179,238,1000
"119","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","14",29.1,17.3,19.1,25.1,291,173,191,251,1000
"120","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","15",30.5,18.3,20.4,25.7,305,183,204,257,1000
"121","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","16",32.4,19.3,21.7,27.2,324,193,217,272,1000
"122","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","17",33.6,20,22.5,29.6,336,200,225,296,1000
"123","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","18",35.2,20.7,23.6,30.8,352,207,236,308,1000
"124","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","19",36.9,21.4,24.4,31.9,369,214,244,319,1000
"125","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","20",38.1,22,25.5,32.7,381,220,255,327,1000
"126","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","21",39.1,22.4,26.5,34.2,391,224,265,342,1000
"127","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","22",40.8,23.2,27.7,35.5,408,232,277,355,1000
"128","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","23",42.2,23.7,28.3,36.3,422,237,283,363,1000
"129","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","24",43.9,24.2,28.9,37.6,439,242,289,376,1000
"130","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","25",45,24.7,29.4,38.9,450,247,294,389,1000
"131","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","26",46.5,25.1,30.3,40.1,465,251,303,401,1000
"132","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","27",47.8,25.4,30.8,41.2,478,254,308,412,1000
"133","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","28",48.6,26.1,31.6,42.5,486,261,316,425,1000
"134","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","29",49.4,26.1,32.5,43.8,494,261,325,438,1000
"135","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","30",50,26.9,33.7,45.1,500,269,337,451,1000
"136","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","31",51.5,27.3,34.2,46.9,515,273,342,469,1000
"137","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","32",52.6,27.6,34.8,47.4,526,276,348,474,1000
"138","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","33",53.8,28,35.1,48,538,280,351,480,1000
"139","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","34",54.4,28.1,36.1,48.6,544,281,361,486,1000
"140","MB_MeanSpoilType_LT","MB","MeanSpoilType","LT","35",55.1,28.5,36.6,49,551,285,366,490,1000
"141","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","1",0,0,0,0,0,0,0,0,1000
"142","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","2",2,0,0,0,20,0,0,0,1000
"143","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","3",39.2,0.6,2.6,17.2,392,6,26,172,1000
"144","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","4",59,32.4,35.1,41.6,590,324,351,416,1000
"145","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","5",75.3,36.9,40,57.1,753,369,400,571,1000
"146","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","6",85,43.7,51.4,72,850,437,514,720,1000
"147","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","7",86.1,56.9,64.2,83.3,861,569,642,833,1000
"148","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","8",86.5,67.5,77,85.7,865,675,770,857,1000
"149","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","9",86.8,80.3,84.9,86.1,868,803,849,861,1000
"150","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","10",87.3,85.3,86,86.4,873,853,860,864,1000
"151","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","11",87.7,86,86.1,86.7,877,860,861,867,1000
"152","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","12",88.4,86.1,86.4,87.1,884,861,864,871,1000
"153","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","13",90.9,86.4,86.7,87.5,909,864,867,875,1000
"154","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","14",93.7,86.7,86.9,88.1,937,867,869,881,1000
"155","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","15",95.1,86.9,86.9,89.3,951,869,869,893,1000
"156","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","16",96.8,86.9,86.9,91.3,968,869,869,913,1000
"157","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","17",97.9,86.9,87.2,93.6,979,869,872,936,1000
"158","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","18",98.5,87.1,87.4,95.1,985,871,874,951,1000
"159","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","19",98.8,87.1,87.7,96.3,988,871,877,963,1000
"160","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","20",99.1,87.2,88.5,97.5,991,872,885,975,1000
"161","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","21",99.2,87.5,89.7,98.5,992,875,897,985,1000
"162","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","22",99.5,88,90.8,98.8,995,880,908,988,1000
"163","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","23",99.6,88.6,92.5,98.9,996,886,925,989,1000
"164","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","24",99.8,88.9,93.5,99.2,998,889,935,992,1000
"165","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","25",100,89.4,94.3,99.6,1000,894,943,996,1000
"166","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","26",100,89.5,94.9,99.7,1000,895,949,997,1000
"167","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","27",100,89.5,95.2,100,1000,895,952,1000,1000
"168","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","28",100,89.6,95.7,100,1000,896,957,1000,1000
"169","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","29",100,89.9,96,100,1000,899,960,1000,1000
"170","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","30",100,90,96.3,100,1000,900,963,1000,1000
"171","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","31",100,90.2,96.3,100,1000,902,963,1000,1000
"172","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","32",100,90.4,96.3,100,1000,904,963,1000,1000
"173","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","33",100,90.4,96.3,100,1000,904,963,1000,1000
"174","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","34",100,90.4,96.3,100,1000,904,963,1000,1000
"175","MB_WorstPPCVSL434_CT","MB","WorstPPCVSL434","CT","35",100,90.4,96.3,100,1000,904,963,1000,1000
"176","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","1",0.6,0,0,0.3,6,0,0,3,1000
"177","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","2",2.6,1.1,1.4,2,26,11,14,20,1000
"178","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","3",9.6,2.6,3.4,5.4,96,26,34,54,1000
"179","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","4",18.1,6.4,7.2,12.3,181,64,72,123,1000
"180","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","5",28.5,11.6,13.7,19.6,285,116,137,196,1000
"181","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","6",37.2,17.9,19.1,28.2,372,179,191,282,1000
"182","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","7",44.8,23,25.6,35.2,448,230,256,352,1000
"183","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","8",50.9,28.3,32.4,40.7,509,283,324,407,1000
"184","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","9",56,34.2,36.8,46.7,560,342,368,467,1000
"185","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","10",59.2,37.3,40.6,51.8,592,373,406,518,1000
"186","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","11",63.3,41.1,45.1,55,633,411,451,550,1000
"187","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","12",66.6,45.5,49.7,58.2,666,455,497,582,1000
"188","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","13",68.7,49.5,52.9,61.5,687,495,529,615,1000
"189","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","14",71.7,52.5,55.5,64.3,717,525,555,643,1000
"190","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","15",73.7,54.7,58.4,67,737,547,584,670,1000
"191","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","16",75.9,57.7,61,68.4,759,577,610,684,1000
"192","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","17",76.7,59.7,62.9,71.2,767,597,629,712,1000
"193","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","18",77.9,61.1,64.9,73.1,779,611,649,731,1000
"194","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","19",78.5,63.2,66.9,74.9,785,632,669,749,1000
"195","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","20",79.3,65.3,68.2,75.8,793,653,682,758,1000
"196","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","21",80,66.6,69.7,77.2,800,666,697,772,1000
"197","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","22",80.7,67.5,71.3,78.1,807,675,713,781,1000
"198","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","23",81.6,69.1,72.8,78.7,816,691,728,787,1000
"199","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","24",82.8,70.5,74.4,79.1,828,705,744,791,1000
"200","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","25",83.5,71.9,75.3,79.7,835,719,753,797,1000
"201","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","26",84.9,73.6,76.1,80.2,849,736,761,802,1000
"202","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","27",85.4,74,76.6,81,854,740,766,810,1000
"203","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","28",86.2,74.5,77.1,82,862,745,771,820,1000
"204","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","29",86.4,74.9,77.7,82.5,864,749,777,825,1000
"205","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","30",86.6,75.5,78.2,83.7,866,755,782,837,1000
"206","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","31",86.9,75.9,78.9,84.2,869,759,789,842,1000
"207","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","32",87.5,76.4,79.3,84.7,875,764,793,847,1000
"208","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","33",88,76.6,79.3,85.2,880,766,793,852,1000
"209","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","34",88.1,76.8,79.8,85.7,881,768,798,857,1000
"210","MB_WorstPPCVSL434_LT","MB","WorstPPCVSL434","LT","35",88.2,77.1,80.6,86.2,882,771,806,862,1000
"211","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","1",0,0,0,0,0,0,0,0,1000
"212","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","2",0,0,0,0,0,0,0,0,1000
"213","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","3",0.1,0,0,0,1,0,0,0,1000
"214","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","4",0.6,0,0,0.2,6,0,0,2,1000
"215","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","5",1.3,0,0,0.6,13,0,0,6,1000
"216","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","6",2.1,0.2,0.5,1.1,21,2,5,11,1000
"217","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","7",3.4,0.3,0.6,1.5,34,3,6,15,1000
"218","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","8",5.2,0.4,0.8,2.3,52,4,8,23,1000
"219","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","9",6.9,0.5,0.9,3.3,69,5,9,33,1000
"220","NB_BestPPCVSL436_CT","NB","BestPPCVSL436","CT","10",8.4,0.6,1.4,4.6,84,6,14,46,1000
