ID,LOG initial,Initial conc
4852,-0.696211694,0.201274291
4853,-0.711998382,0.194089311
4856,0.10449513,1.272023485
4865,-0.218176179,0.605095357
4866,0.165456019,1.463713301
4867,0.425297845,2.662550446
4868,0.164344536,1.45997203
4869,0.382441602,2.412357132
4871,-0.284215983,0.519737456
4872,-0.396724214,0.401121357
4873,-0.130116422,0.741111543
4875,-0.263215053,0.545487681
4876,-0.277770109,0.527509021
4880,0.279002141,1.901087651
4890,-0.08562929,0.821052089
4891,-0.576300781,0.265276769
4893,0.165394634,1.463506428
4896,-0.573315031,0.267106815
4897,-0.604581436,0.248552745
4898,0.224049494,1.67513377
4905,-0.081766181,0.828388038
4906,-0.275541348,0.530223109
4909,-0.772935409,0.168680388
4913,0.17096204,1.48238851
4915,-1.258533754,0.055139935
4920,-3.674504703,0.00021159
4921,-0.180187496,0.660408271
4925,0.70598764,5.081449808
4926,-0.90825651,0.123521765
4928,2.560398449,363.4113181
4931,0.514757703,3.271581196
4932,0.506053374,3.206663392
4933,3.000576478,1001.32827
4934,5.574835385,375694.9737
4937,0.698369155,4.993087254
4939,0.608660896,4.061260955
4941,0.053329779,1.130654144
4942,0.516073997,3.281512002
4943,0.17091333,1.482222256
4945,0.904462762,8.025327463
4946,1.471661668,29.62522573
4947,0.629584745,4.261718352
4948,1.330062706,21.38270804
4950,3.739977624,5495.125609
4951,1.371350979,23.51532466
4952,3.435544377,2726.116282
4953,0.712375037,5.156737649
4959,2.027462227,106.5276208
4960,2.614135643,411.2781556
4961,1.190852766,15.51860809
4963,2.308606945,203.5199302
4970,-0.822841248,0.150369152
4975,0.963560922,9.195194542
4979,0.986180143,9.686795758
4980,0.683753318,4.827844997
4988,-1.8619516,0.013741951
4989,-1.917810464,0.012083411
4994,-0.396715049,0.401129822
5004,-3.021047162,0.000952693
5009,-0.074424837,0.842510192
5019,-2.824398842,0.001498308
5022,-1.514638841,0.030574626
5024,-4.056005614,8.79E-05
5025,-2.803237129,0.001573124
5026,-1.308114397,0.049190995
5028,-4.364650341,4.32E-05
5030,0.135441052,1.365969657
5031,0.659285533,4.56336842
5032,1.704910714,50.68864879
5033,0.169435966,1.477188664
5036,-0.358156121,0.438373082
5037,1.415419895,26.02674729
5038,0.754752996,5.685294886
5042,0.484735689,3.05306246
5045,0.285062785,1.927803593
5060,0.062708416,1.155336292
5063,-0.296956002,0.504712428
5064,1.563931289,36.63796041
5065,-1.201435327,0.06288755
5066,0.145630738,1.39839782
5075,0.426658716,2.670906693
5084,-1.662200717,0.021767035
5086,-1.087399288,0.081771264
5088,1.9156032,82.33854716
5092,-0.101111803,0.792297338
5104,1.360627497,22.9418004
5113,-1.963698351,0.010871805
5114,-0.921092302,0.11992444
5115,-1.735506155,0.018386279
5117,1.549119446,35.40947161
5118,-0.597942528,0.252381474
5119,0.887076142,7.710386381
5121,-1.117306683,0.076329658
5124,0.110377944,1.289371135
5128,0.052190498,1.127691997
5142,0.333455845,2.155042526
5143,0.172792627,1.488650088
5144,1.086059492,12.19156595
5146,1.151257389,14.16633114
5147,0.446021706,2.792683417
5148,0.380273198,2.400342407
5150,-0.145497132,0.715324119
5151,-0.217880253,0.605507807
5152,-0.035532029,0.921441931
5156,0.116519089,1.307733016
5157,-0.53094191,0.29448155
5160,-0.58925441,0.257481239
5168,5.848022292,704729.2405
5176,-2.990869981,0.001021245
5180,-3.563673933,0.000273103
5181,-0.655914999,0.220843693
5184,-1.982109105,0.010420556
5193,-0.450761615,0.354191704
5197,-0.155555208,0.69894788
5202,0.802596549,6.347409957
5205,-1.151342349,0.070576099
5213,1.442210783,27.68284895
5214,0.282491119,1.916421871
5217,2.189046753,154.5420799
5218,3.836443276,6861.88248
5219,1.640289,43.68064073
5220,2.135136556,136.5012271
5221,2.163858019,145.8337418
5229,-1.447421533,0.035692623
5230,-0.478866177,0.331996743
5231,-1.167931293,0.067931109
5232,-0.135527828,0.731934423
5235,-0.286732732,0.516734274
5236,-1.431719996,0.03700667
5237,-0.762894702,0.172625638
5238,-1.018334591,0.095866177
5241,-0.120843636,0.757105436
5247,0.888987894,7.744402096
5248,1.149903029,14.12222183
5249,0.158903506,1.441794969
5250,-0.135931028,0.731255208
5251,1.112453459,12.95547852
5252,0.126012059,1.336632631
5263,0.265830969,1.844297464
5265,0.176762746,1.502321026
5266,0.219956862,1.65942207
5267,1.137305713,13.7184711
5268,0.751227657,5.639331923
5269,0.595585332,3.940808508
